,name,tag
2161,../Data\Words/downloaded_videos\YOU LIKE ROCK COLLECT YOU version 2\YOU LIKE ROCK COLLECT YOU？ (version 2).mp4,YOU LIKE ROCK COLLECT YOU version 2
2162,../Data\Words/downloaded_videos\YOU LIKE ROLLER-BLADE\YOU LIKE ROLLER-BLADE？.mp4,YOU LIKE ROLLER-BLADE
2163,../Data\Words/downloaded_videos\YOU LIKE RUN YOU\YOU LIKE RUN YOU？.mp4,YOU LIKE RUN YOU
2164,../Data\Words/downloaded_videos\YOU LIKE SHE POINT AT A STUDENT DO YOU LIKE HER\YOU LIKE SHE？ [POINT AT A STUDENT] (DO YOU LIKE HER？).mp4,YOU LIKE SHE POINT AT A STUDENT DO YOU LIKE HER
2165,../Data\Words/downloaded_videos\YOU LIKE SIGN MUSIC-songs YOU\YOU LIKE SIGN MUSIC-[songs] YOU？.mp4,YOU LIKE SIGN MUSIC-songs YOU
2166,../Data\Words/downloaded_videos\YOU LIKE SIGN WITH WHO\YOU LIKE SIGN WITH WHO？.mp4,YOU LIKE SIGN WITH WHO
2167,../Data\Words/downloaded_videos\YOU LIKE SKATING-roller YOU\YOU LIKE SKATING-[roller] YOU？.mp4,YOU LIKE SKATING-roller YOU
2168,../Data\Words/downloaded_videos\YOU LIKE STUDY OUTSIDE\YOU LIKE STUDY OUTSIDE？.mp4,YOU LIKE STUDY OUTSIDE
2169,../Data\Words/downloaded_videos\YOU LIKE TAKE-CARE-OF PLANT YOU\YOU LIKE TAKE-CARE-OF PLANT YOU？.mp4,YOU LIKE TAKE-CARE-OF PLANT YOU
2170,../Data\Words/downloaded_videos\YOU LIKE VOLLEYBALL\YOU LIKE VOLLEYBALL？.mp4,YOU LIKE VOLLEYBALL
2171,../Data\Words/downloaded_videos\YOU LIKE VOLLEYBALL version 2\YOU LIKE VOLLEYBALL？ (version 2).mp4,YOU LIKE VOLLEYBALL version 2
2172,../Data\Words/downloaded_videos\YOU LIKE WASHING-MACHINE CLOTHES\YOU LIKE WASHING-MACHINE CLOTHES？.mp4,YOU LIKE WASHING-MACHINE CLOTHES
2173,../Data\Words/downloaded_videos\YOU LIKE YOUR WORK\YOU LIKE YOUR WORK？.mp4,YOU LIKE YOUR WORK
2174,../Data\Words/downloaded_videos\YOU LIVE A-P-T\YOU LIVE A-P-T？.mp4,YOU LIVE A-P-T
2175,../Data\Words/downloaded_videos\YOU LIVE BASEMENT APT\YOU LIVE BASEMENT APT？.mp4,YOU LIVE BASEMENT APT
2176,../Data\Words/downloaded_videos\YOU LIVE BIG CITY PAST YOU\YOU LIVE BIG CITY PAST YOU？.mp4,YOU LIVE BIG CITY PAST YOU
2177,../Data\Words/downloaded_videos\You live dorm\You live dorm？.mp4,You live dorm
2178,../Data\Words/downloaded_videos\YOU LIVE HERE\YOU LIVE HERE？.mp4,YOU LIVE HERE
2179,../Data\Words/downloaded_videos\YOU LIVE HERE HOW-MANY YEAR\YOU LIVE HERE HOW-MANY YEAR？.mp4,YOU LIVE HERE HOW-MANY YEAR
2180,../Data\Words/downloaded_videos\you live near school you\you live near school you？.mp4,you live near school you
2181,../Data\Words/downloaded_videos\YOU LIVE OVER-across RIVER YOU\YOU LIVE OVER-[across] RIVER YOU？.mp4,YOU LIVE OVER-across RIVER YOU
2182,../Data\Words/downloaded_videos\YOU LIVE THERE-point-index HOW-LONG\YOU LIVE THERE-[point-index] HOW-LONG？.mp4,YOU LIVE THERE-point-index HOW-LONG
2183,../Data\Words/downloaded_videos\YOU LIVE what-CITY\YOU LIVE what-CITY？.mp4,YOU LIVE what-CITY
2184,../Data\Words/downloaded_videos\YOU LIVE WHERE\YOU LIVE WHERE？.mp4,YOU LIVE WHERE
2185,"../Data\Words/downloaded_videos\YOU LIVE WHERE APPROXIMATELY\YOU LIVE WHERE, APPROXIMATELY？.mp4",YOU LIVE WHERE APPROXIMATELY
2186,../Data\Words/downloaded_videos\YOU LIVE WHERE Where do you live\YOU LIVE WHERE？ (WHERE DO YOU LIVE？).mp4,YOU LIVE WHERE Where do you live
2187,../Data\Words/downloaded_videos\YOU LIVE WHERE Where do you live\YOU LIVE WHERE？ [Where do you live？].mp4,YOU LIVE WHERE Where do you live
2188,../Data\Words/downloaded_videos\YOU LOOK-LIKE YOUR DAD\YOU LOOK-LIKE YOUR DAD？.mp4,YOU LOOK-LIKE YOUR DAD
2189,../Data\Words/downloaded_videos\YOU LOOK-LIKE YOUR MOTHER\YOU LOOK-LIKE YOUR MOTHER？.mp4,YOU LOOK-LIKE YOUR MOTHER
2190,../Data\Words/downloaded_videos\YOU LOVE WHO\YOU LOVE WHO？.mp4,YOU LOVE WHO
2191,"../Data\Words/downloaded_videos\YOU MAD what-FOR\YOU MAD, what-FOR？.mp4",YOU MAD what-FOR
2192,../Data\Words/downloaded_videos\YOU MARRIED\YOU MARRIED？.mp4,YOU MARRIED
2193,../Data\Words/downloaded_videos\YOU MEET MY BROTHER YOU\YOU MEET MY BROTHER YOU？.mp4,YOU MEET MY BROTHER YOU
2194,../Data\Words/downloaded_videos\YOU MEMBER ORGANIZATION what-NAME\YOU MEMBER ORGANIZATION what-NAME？.mp4,YOU MEMBER ORGANIZATION what-NAME
2195,../Data\Words/downloaded_videos\you mischievous sometimes\you mischievous sometimes？.mp4,you mischievous sometimes
2196,../Data\Words/downloaded_videos\YOU MISS-emotion YOUR MOM YOU\YOU MISS-[emotion] YOUR MOM YOU？.mp4,YOU MISS-emotion YOUR MOM YOU
2197,../Data\Words/downloaded_videos\YOU MOVE-to-here WHEN\YOU MOVE-[to-here] WHEN？.mp4,YOU MOVE-to-here WHEN
2198,../Data\Words/downloaded_videos\YOU NAME B-O-B YOU\YOU NAME B-O-B YOU？.mp4,YOU NAME B-O-B YOU
2199,../Data\Words/downloaded_videos\YOU NAME-what\YOU NAME-[what]？.mp4,YOU NAME-what
2200,../Data\Words/downloaded_videos\YOU NEED BATHROOM\YOU NEED BATHROOM？.mp4,YOU NEED BATHROOM
2201,../Data\Words/downloaded_videos\YOU NEED GO DOCTOR\YOU NEED GO DOCTOR？.mp4,YOU NEED GO DOCTOR
2202,"../Data\Words/downloaded_videos\YOU NEED PAY-ATTENTION ASL TEACHER WHY\YOU NEED PAY-ATTENTION ASL TEACHER, WHY？.mp4",YOU NEED PAY-ATTENTION ASL TEACHER WHY
2203,../Data\Words/downloaded_videos\YOU NEVER EAT CANDY YOU\YOU NEVER EAT CANDY YOU？.mp4,YOU NEVER EAT CANDY YOU
2204,../Data\Words/downloaded_videos\YOU PAST TAKE-up COOK CLASS YOU\YOU PAST TAKE-up COOK CLASS YOU？.mp4,YOU PAST TAKE-up COOK CLASS YOU
2205,../Data\Words/downloaded_videos\YOU PATIENT YOU\YOU PATIENT YOU？.mp4,YOU PATIENT YOU
2206,"../Data\Words/downloaded_videos\YOU PRACTICE SIGN WHY\YOU PRACTICE SIGN, WHY？.mp4",YOU PRACTICE SIGN WHY
2207,../Data\Words/downloaded_videos\YOU PREFER CAR bodyshift-or TRUCK\YOU PREFER CAR [bodyshift-＂or＂] TRUCK？.mp4,YOU PREFER CAR bodyshift-or TRUCK
2208,"../Data\Words/downloaded_videos\YOU PREFER CLOTHES BRIGHT DARK WHICH\YOU PREFER CLOTHES BRIGHT, DARK, WHICH？.mp4",YOU PREFER CLOTHES BRIGHT DARK WHICH
2209,"../Data\Words/downloaded_videos\YOU PREFER LIVE NORTH OR-bodyshift SOUTH WHICH\YOU PREFER LIVE NORTH OR-[bodyshift] SOUTH, WHICH？.mp4",YOU PREFER LIVE NORTH OR-bodyshift SOUTH WHICH
2210,../Data\Words/downloaded_videos\YOU PREFER LIVE SINGLE-alone bodyshift or ROOMMATE-match WHICH\YOU PREFER LIVE SINGLE-[alone] [bodyshift ＂or＂] ROOMMATE-[match] WHICH？.mp4,YOU PREFER LIVE SINGLE-alone bodyshift or ROOMMATE-match WHICH
2211,../Data\Words/downloaded_videos\YOU PREFER PIZZA OR HAMBURGER\YOU PREFER PIZZA OR HAMBURGER？.mp4,YOU PREFER PIZZA OR HAMBURGER
2212,"../Data\Words/downloaded_videos\YOU PREFER STOVE MICROWAVE WHICH\YOU PREFER STOVE, MICROWAVE, WHICH？.mp4",YOU PREFER STOVE MICROWAVE WHICH
2213,../Data\Words/downloaded_videos\YOU PROUD ABOUT WHAT\YOU PROUD ABOUT WHAT？.mp4,YOU PROUD ABOUT WHAT
2214,../Data\Words/downloaded_videos\YOU RECENT what-DO\YOU RECENT what-DO？.mp4,YOU RECENT what-DO
2215,../Data\Words/downloaded_videos\YOU SAD WHY\YOU SAD WHY？.mp4,YOU SAD WHY
2216,../Data\Words/downloaded_videos\YOU SCHOOL WHICH DAY\YOU SCHOOL WHICH DAY？.mp4,YOU SCHOOL WHICH DAY
2217,"../Data\Words/downloaded_videos\YOU SET GOAL YOURSELF WHAT\YOU SET GOAL YOURSELF, WHAT？.mp4",YOU SET GOAL YOURSELF WHAT
2218,../Data\Words/downloaded_videos\YOU SHOWER EVERYDAY YOU Do you shower everyday\YOU SHOWER EVERYDAY YOU？ (Do you shower everyday？).mp4,YOU SHOWER EVERYDAY YOU Do you shower everyday
2219,../Data\Words/downloaded_videos\YOU SINGLE are-YOU ARE YOU SINGLE\YOU SINGLE are-YOU？ (ARE YOU SINGLE？).mp4,YOU SINGLE are-YOU ARE YOU SINGLE
2220,../Data\Words/downloaded_videos\YOU SKILL WHAT\YOU SKILL WHAT？.mp4,YOU SKILL WHAT
2221,../Data\Words/downloaded_videos\YOU SNOW SKI YOU\YOU SNOW SKI YOU？.mp4,YOU SNOW SKI YOU
2222,../Data\Words/downloaded_videos\YOU SNOWBOARD BEFORE YOU\YOU SNOWBOARD BEFORE YOU？.mp4,YOU SNOWBOARD BEFORE YOU
2223,../Data\Words/downloaded_videos\YOU SOMETIMES ARGUE YOUR DAD\YOU SOMETIMES ARGUE YOUR DAD？.mp4,YOU SOMETIMES ARGUE YOUR DAD
2224,../Data\Words/downloaded_videos\YOU SOMETIMES FEEL LONELY YOU\YOU SOMETIMES FEEL LONELY YOU？.mp4,YOU SOMETIMES FEEL LONELY YOU
2225,../Data\Words/downloaded_videos\YOU SOMETIMES FLATTERY DAD FOR BORROW CAR YOU\YOU SOMETIMES FLATTERY DAD FOR BORROW CAR YOU？.mp4,YOU SOMETIMES FLATTERY DAD FOR BORROW CAR YOU
2226,../Data\Words/downloaded_videos\YOU SOMETIMES PASS CLASS BY-A-HAIR YOU\YOU SOMETIMES PASS CLASS BY-A-HAIR YOU？.mp4,YOU SOMETIMES PASS CLASS BY-A-HAIR YOU
2227,../Data\Words/downloaded_videos\YOU SORRY COME CLASS\YOU SORRY COME CLASS？.mp4,YOU SORRY COME CLASS
2228,"../Data\Words/downloaded_videos\YOU START LEARN LEARN SIGN WHEN\YOU START LEARN LEARN SIGN, WHEN？.mp4",YOU START LEARN LEARN SIGN WHEN
2229,../Data\Words/downloaded_videos\YOU SWIM SAME FISH YOU\YOU SWIM SAME FISH YOU？.mp4,YOU SWIM SAME FISH YOU
2230,"../Data\Words/downloaded_videos\YOU TAKE-UP ASL CLASS what-REASON\YOU TAKE-UP ASL CLASS, what-REASON？.mp4",YOU TAKE-UP ASL CLASS what-REASON
2231,../Data\Words/downloaded_videos\YOU THINK CAT STUCK-UP\YOU THINK CAT STUCK-UP？.mp4,YOU THINK CAT STUCK-UP
2232,../Data\Words/downloaded_videos\YOU THINK CHILDREN SHOULD CHANGE UNDERWEAR DAILY\YOU THINK CHILDREN SHOULD CHANGE UNDERWEAR DAILY？.mp4,YOU THINK CHILDREN SHOULD CHANGE UNDERWEAR DAILY
2233,../Data\Words/downloaded_videos\YOU THINK COFFEE TASTE GOOD\YOU THINK COFFEE TASTE GOOD？.mp4,YOU THINK COFFEE TASTE GOOD
2234,../Data\Words/downloaded_videos\YOU THINK COLLEGE IMPORTANT YOU\YOU THINK COLLEGE IMPORTANT YOU？.mp4,YOU THINK COLLEGE IMPORTANT YOU
2235,../Data\Words/downloaded_videos\YOU THINK COW GOOD PET\YOU THINK COW GOOD PET？.mp4,YOU THINK COW GOOD PET
2236,"../Data\Words/downloaded_videos\YOU THINK CUTE WHO\YOU THINK CUTE, WHO？.mp4",YOU THINK CUTE WHO
2237,../Data\Words/downloaded_videos\You think doctor earn too much money\You think doctor earn too much money？.mp4,You think doctor earn too much money
2238,../Data\Words/downloaded_videos\YOU THINK FIND NEW ADDRESS EASY\YOU THINK FIND NEW ADDRESS EASY？.mp4,YOU THINK FIND NEW ADDRESS EASY
2239,../Data\Words/downloaded_videos\YOU THINK FIREMEN BRAVE\YOU THINK FIREMEN BRAVE？.mp4,YOU THINK FIREMEN BRAVE
2240,../Data\Words/downloaded_videos\YOU THINK FUTURE YOU TEACH ASL\YOU THINK FUTURE YOU TEACH ASL？.mp4,YOU THINK FUTURE YOU TEACH ASL
2241,../Data\Words/downloaded_videos\YOU THINK GOVERNMENT PAY GOOD\YOU THINK GOVERNMENT PAY GOOD？.mp4,YOU THINK GOVERNMENT PAY GOOD
2242,../Data\Words/downloaded_videos\YOU THINK HARD-OF-HEARING SHOULD MARRY DEAF O-R HEARING\YOU THINK HARD-OF-HEARING SHOULD MARRY DEAF O-R HEARING？.mp4,YOU THINK HARD-OF-HEARING SHOULD MARRY DEAF O-R HEARING
2243,../Data\Words/downloaded_videos\YOU THINK heshethey-singular TEACHER SILLY\YOU THINK he⧸she⧸they-[singular] TEACHER SILLY？.mp4,YOU THINK heshethey-singular TEACHER SILLY
2244,../Data\Words/downloaded_videos\YOU THINK I SIGN BAD\YOU THINK I SIGN BAD？.mp4,YOU THINK I SIGN BAD
2245,../Data\Words/downloaded_videos\YOU THINK I SIGN GOOD-version-2\YOU THINK I SIGN GOOD？-[version-2].mp4,YOU THINK I SIGN GOOD-version-2
2246,../Data\Words/downloaded_videos\YOU THINK LIE O-K SOMETIMES YOU\YOU THINK LIE O-K SOMETIMES YOU？.mp4,YOU THINK LIE O-K SOMETIMES YOU
2247,../Data\Words/downloaded_videos\YOU THINK LIFE FAIR ALL PEOPLE Do you think life is fair for all people\YOU THINK LIFE FAIR ALL PEOPLE？ (Do you think life is fair for all people？).mp4,YOU THINK LIFE FAIR ALL PEOPLE Do you think life is fair for all people
2248,"../Data\Words/downloaded_videos\YOU THINK MOST DOG FRIENDLY MEAN WHICH\YOU THINK MOST DOG FRIENDLY, MEAN, WHICH？.mp4",YOU THINK MOST DOG FRIENDLY MEAN WHICH
2249,../Data\Words/downloaded_videos\YOU THINK MOST SELL-AGENT FRIENDLY\YOU THINK MOST SELL-AGENT FRIENDLY？.mp4,YOU THINK MOST SELL-AGENT FRIENDLY
2250,../Data\Words/downloaded_videos\YOU THINK PARENT SHOULD PAY CHILDREN FOR CLEAN BEDROOM\YOU THINK PARENT SHOULD PAY CHILDREN FOR CLEAN+ BEDROOM？.mp4,YOU THINK PARENT SHOULD PAY CHILDREN FOR CLEAN BEDROOM
2251,../Data\Words/downloaded_videos\YOU THINK PERSON CAN FLY WITHOUT AIRPLANE\YOU THINK PERSON CAN FLY WITHOUT AIRPLANE？.mp4,YOU THINK PERSON CAN FLY WITHOUT AIRPLANE
2252,../Data\Words/downloaded_videos\YOU THINK SALT BAD FOR YOU\YOU THINK SALT BAD FOR YOU？.mp4,YOU THINK SALT BAD FOR YOU
2253,../Data\Words/downloaded_videos\YOU THINK SCHOOL FUN\YOU THINK SCHOOL FUN？.mp4,YOU THINK SCHOOL FUN
2254,../Data\Words/downloaded_videos\YOU THINK TATTLE GOOD bodyshift-OR BAD\YOU THINK TATTLE GOOD bodyshift-OR BAD？.mp4,YOU THINK TATTLE GOOD bodyshift-OR BAD
2255,../Data\Words/downloaded_videos\YOU THINK TEACHER EAT TOO-MUCH\YOU THINK TEACHER EAT TOO-MUCH？.mp4,YOU THINK TEACHER EAT TOO-MUCH
2256,../Data\Words/downloaded_videos\YOU THINK THIEF SHOULD JAIL 30 YEAR\YOU THINK THIEF SHOULD JAIL 30 YEAR？.mp4,YOU THINK THIEF SHOULD JAIL 30 YEAR
2257,../Data\Words/downloaded_videos\YOU THINK THIS CLASS EASY\YOU THINK THIS CLASS EASY？.mp4,YOU THINK THIS CLASS EASY
2258,../Data\Words/downloaded_videos\YOU THINK THIS CLASS HARD\YOU THINK THIS CLASS HARD？.mp4,YOU THINK THIS CLASS HARD
2259,../Data\Words/downloaded_videos\YOU THINK TODAY N-I-C-E\YOU THINK TODAY N-I-C-E？.mp4,YOU THINK TODAY N-I-C-E
2260,../Data\Words/downloaded_videos\YOU THINK TOMORROW RAIN\YOU THINK TOMORROW RAIN？.mp4,YOU THINK TOMORROW RAIN
2261,../Data\Words/downloaded_videos\YOU THINK TOMORROW SNOW version 1\YOU THINK TOMORROW SNOW？ (version 1).mp4,YOU THINK TOMORROW SNOW version 1
2262,../Data\Words/downloaded_videos\YOU THINK TOMORROW SNOW version 2\YOU THINK TOMORROW SNOW？ (version 2).mp4,YOU THINK TOMORROW SNOW version 2
2263,../Data\Words/downloaded_videos\YOU THINK TONIGHT FREEZE QM-wig\YOU THINK TONIGHT FREEZE QM-wig？.mp4,YOU THINK TONIGHT FREEZE QM-wig
2264,../Data\Words/downloaded_videos\YOU THIRSTY YOU\YOU THIRSTY YOU？.mp4,YOU THIRSTY YOU
2265,../Data\Words/downloaded_videos\YOU TOGETHER-with-long-termgo-steady SOMEONE are-YOU\YOU TOGETHER-[with-long-term⧸go-steady] SOMEONE are-YOU？.mp4,YOU TOGETHER-with-long-termgo-steady SOMEONE are-YOU
2266,../Data\Words/downloaded_videos\YOU TRY IMPRESS WHO\YOU TRY IMPRESS WHO？.mp4,YOU TRY IMPRESS WHO
2267,../Data\Words/downloaded_videos\YOU UNDERSTAND HESHE\YOU UNDERSTAND HE⧸SHE？.mp4,YOU UNDERSTAND HESHE
2268,../Data\Words/downloaded_videos\YOU UPSET EASY YOU\YOU UPSET EASY YOU？.mp4,YOU UPSET EASY YOU
2269,../Data\Words/downloaded_videos\YOU USE BABYSITTER\YOU USE BABYSITTER？.mp4,YOU USE BABYSITTER
2270,../Data\Words/downloaded_videos\YOU USE DEODORANT do-YOU\YOU USE DEODORANT do-YOU？.mp4,YOU USE DEODORANT do-YOU
2271,../Data\Words/downloaded_videos\YOU WALK SCHOOL YOU\YOU WALK SCHOOL YOU？.mp4,YOU WALK SCHOOL YOU
2272,../Data\Words/downloaded_videos\YOU WALK SCHOOL YOU-version\YOU WALK SCHOOL YOU？-[version].mp4,YOU WALK SCHOOL YOU-version
2273,../Data\Words/downloaded_videos\YOU WANT BABY\YOU WANT BABY？.mp4,YOU WANT BABY
2274,../Data\Words/downloaded_videos\YOU WANT BUILD your-SELF HOUSE YOU\YOU WANT BUILD your-SELF HOUSE YOU？.mp4,YOU WANT BUILD your-SELF HOUSE YOU
2275,../Data\Words/downloaded_videos\YOU WANT GO GALLAUDET FUTURE-someday\YOU WANT GO GALLAUDET FUTURE-[someday]？.mp4,YOU WANT GO GALLAUDET FUTURE-someday
2276,../Data\Words/downloaded_videos\YOU WANT GO-to WHERE\YOU WANT GO-to WHERE？.mp4,YOU WANT GO-to WHERE
2277,../Data\Words/downloaded_videos\YOU WANT ME SIGN FAST\YOU WANT ME SIGN FAST？.mp4,YOU WANT ME SIGN FAST
2278,../Data\Words/downloaded_videos\YOU WANT PLAY HOCKEY YOU\YOU WANT PLAY HOCKEY YOU？.mp4,YOU WANT PLAY HOCKEY YOU
2279,"../Data\Words/downloaded_videos\YOU WANT RETIRE how-OLD\YOU WANT RETIRE, how-OLD？.mp4",YOU WANT RETIRE how-OLD
2280,../Data\Words/downloaded_videos\YOU WANT STOP LEARN SIGN\YOU WANT STOP LEARN SIGN？.mp4,YOU WANT STOP LEARN SIGN
2281,../Data\Words/downloaded_videos\YOU WANT TRANSFER-switch-over OTHER SIGN CLASS YOU\YOU WANT TRANSFER-[switch-over] OTHER SIGN CLASS YOU？.mp4,YOU WANT TRANSFER-switch-over OTHER SIGN CLASS YOU
2282,../Data\Words/downloaded_videos\YOU WISH your-SELF LAWYER YOU\YOU WISH your-SELF LAWYER YOU？.mp4,YOU WISH your-SELF LAWYER YOU
2283,../Data\Words/downloaded_videos\YOU WISH your-SELF LAWYER YOU-version\YOU WISH your-SELF LAWYER YOU-[version].mp4,YOU WISH your-SELF LAWYER YOU-version
2284,../Data\Words/downloaded_videos\YOU WISH YOURSELF HAVE SECRETARY\YOU WISH YOURSELF HAVE SECRETARY？.mp4,YOU WISH YOURSELF HAVE SECRETARY
2285,../Data\Words/downloaded_videos\YOU WORK what-CITY IN WHAT CITY DO YOU WORK\YOU WORK what-CITY？ (IN WHAT CITY DO YOU WORK？).mp4,YOU WORK what-CITY IN WHAT CITY DO YOU WORK
2286,../Data\Words/downloaded_videos\YOU WORK WHERE\YOU WORK WHERE？.mp4,YOU WORK WHERE
2287,../Data\Words/downloaded_videos\YOU-MIND I SMOKE\YOU-MIND I SMOKE？.mp4,YOU-MIND I SMOKE
2288,../Data\Words/downloaded_videos\YOUNG\YOUNG.mp4,YOUNG
2289,"../Data\Words/downloaded_videos\YOUNG BROTHER SISTER YOU HAVE\YOUNG BROTHER, SISTER YOU HAVE？.mp4",YOUNG BROTHER SISTER YOU HAVE
2290,../Data\Words/downloaded_videos\YOUR  belongs to you  yours possessive\YOUR ⧸ belongs to you ⧸ yours (possessive).mp4,YOUR  belongs to you  yours possessive
2291,../Data\Words/downloaded_videos\YOUR ASL BOOK CLC-thick QM-WIG\YOUR ASL BOOK CL：C-[thick] QM-WIG？.mp4,YOUR ASL BOOK CLC-thick QM-WIG
2292,../Data\Words/downloaded_videos\YOUR ASL BOOK COST HOW-MUCH-1h\YOUR ASL BOOK COST HOW-MUCH-[1h]？].mp4,YOUR ASL BOOK COST HOW-MUCH-1h
2293,"../Data\Words/downloaded_videos\YOUR ASL BOOK YOU LOSE BEFORE YOU\YOUR ASL BOOK, YOU LOSE BEFORE YOU？.mp4",YOUR ASL BOOK YOU LOSE BEFORE YOU
2294,../Data\Words/downloaded_videos\YOUR BACKPACK HAVE ZIPPER\YOUR BACKPACK HAVE ZIPPER？.mp4,YOUR BACKPACK HAVE ZIPPER
2295,../Data\Words/downloaded_videos\YOUR BATHROOM HAVE TUB\YOUR BATHROOM HAVE TUB？.mp4,YOUR BATHROOM HAVE TUB
2296,../Data\Words/downloaded_videos\YOUR BEDROOM BIG\YOUR BEDROOM BIG？.mp4,YOUR BEDROOM BIG
2297,../Data\Words/downloaded_videos\YOUR BEDROOM DIRTY LITTLE-BIT\YOUR BEDROOM DIRTY LITTLE-BIT？.mp4,YOUR BEDROOM DIRTY LITTLE-BIT
2298,../Data\Words/downloaded_videos\YOUR BEDROOM HAVE WINDOW\YOUR BEDROOM HAVE WINDOW？.mp4,YOUR BEDROOM HAVE WINDOW
2299,../Data\Words/downloaded_videos\YOUR BEDROOM UPSTAIRS\YOUR BEDROOM UPSTAIRS？.mp4,YOUR BEDROOM UPSTAIRS
2300,"../Data\Words/downloaded_videos\YOUR BELT what-COLOR\YOUR BELT, what-COLOR？.mp4",YOUR BELT what-COLOR
2301,"../Data\Words/downloaded_videos\YOUR BIRTHDAY WHEN\YOUR BIRTHDAY, WHEN？.mp4",YOUR BIRTHDAY WHEN
2302,../Data\Words/downloaded_videos\YOUR BOSS NAME\YOUR BOSS NAME？.mp4,YOUR BOSS NAME
2303,../Data\Words/downloaded_videos\YOUR BOSS STRICT\YOUR BOSS STRICT？.mp4,YOUR BOSS STRICT
2304,../Data\Words/downloaded_videos\YOUR BOY-FRIEND NAME\YOUR BOY-FRIEND NAME？.mp4,YOUR BOY-FRIEND NAME
2305,../Data\Words/downloaded_videos\YOUR BOYFRIEND or girlfriend HESHE JEALOUS EASY\YOUR BOYFRIEND [or girlfriend] HE⧸SHE JEALOUS EASY？.mp4,YOUR BOYFRIEND or girlfriend HESHE JEALOUS EASY
2306,"../Data\Words/downloaded_videos\YOUR BROTHER HAIR what-COLOR\YOUR BROTHER HAIR, what-COLOR？.mp4",YOUR BROTHER HAIR what-COLOR
2307,"../Data\Words/downloaded_videos\YOUR CABINET-cupboard what-COLOR\YOUR CABINET-[cupboard], what-COLOR？.mp4",YOUR CABINET-cupboard what-COLOR
2308,"../Data\Words/downloaded_videos\YOUR CAR GAS HOW-MANY REMAIN\YOUR CAR GAS, HOW-MANY REMAIN？.mp4",YOUR CAR GAS HOW-MANY REMAIN
2309,../Data\Words/downloaded_videos\YOUR CAR MOTOR what-SIZE\YOUR CAR MOTOR what-SIZE ？.mp4,YOUR CAR MOTOR what-SIZE
2310,../Data\Words/downloaded_videos\YOUR CEREAL YOU LIKE BANANA\YOUR CEREAL YOU LIKE BANANA？.mp4,YOUR CEREAL YOU LIKE BANANA
2311,../Data\Words/downloaded_videos\YOUR CHAIR GREEN\YOUR CHAIR GREEN？.mp4,YOUR CHAIR GREEN
2312,../Data\Words/downloaded_videos\YOUR CHAIR METAL\YOUR CHAIR METAL？.mp4,YOUR CHAIR METAL
2313,../Data\Words/downloaded_videos\YOUR CHURCH SEND MISSIONARY\YOUR CHURCH SEND MISSIONARY？.mp4,YOUR CHURCH SEND MISSIONARY
2314,../Data\Words/downloaded_videos\your city have subway\your city have subway？.mp4,your city have subway
2315,"../Data\Words/downloaded_videos\YOUR COFFEE YOU LIKE SUGAR\YOUR COFFEE, YOU LIKE SUGAR？.mp4",YOUR COFFEE YOU LIKE SUGAR
2316,../Data\Words/downloaded_videos\YOUR COMPUTER HAVE WEB-CAM\YOUR COMPUTER HAVE WEB-CAM？.mp4,YOUR COMPUTER HAVE WEB-CAM
2317,"../Data\Words/downloaded_videos\YOUR COMPUTER SHUT-DOWN every-NIGHT YOU\YOUR COMPUTER, SHUT-DOWN every-NIGHT YOU？.mp4",YOUR COMPUTER SHUT-DOWN every-NIGHT YOU
2318,"../Data\Words/downloaded_videos\YOUR COUCH COLOR\YOUR COUCH, COLOR？.mp4",YOUR COUCH COLOR
2319,../Data\Words/downloaded_videos\YOUR DAD ARMY BEFORE\YOUR DAD ARMY BEFORE？.mp4,YOUR DAD ARMY BEFORE
2320,../Data\Words/downloaded_videos\YOUR DAD COLLEGE\YOUR DAD COLLEGE？.mp4,YOUR DAD COLLEGE
2321,../Data\Words/downloaded_videos\YOUR DAD DEAF\YOUR DAD DEAF？.mp4,YOUR DAD DEAF
2322,../Data\Words/downloaded_videos\YOUR DAD EYES BLUE\YOUR DAD EYES BLUE？.mp4,YOUR DAD EYES BLUE
2323,../Data\Words/downloaded_videos\YOUR DAD HAVE BEARD\YOUR DAD HAVE BEARD？.mp4,YOUR DAD HAVE BEARD
2324,"../Data\Words/downloaded_videos\YOUR DAD NAME FINGERSPELL SLOW\YOUR DAD NAME, FINGERSPELL SLOW.mp4",YOUR DAD NAME FINGERSPELL SLOW
2325,../Data\Words/downloaded_videos\YOUR DAD SHAVE EVERYDAY\YOUR DAD SHAVE EVERYDAY？.mp4,YOUR DAD SHAVE EVERYDAY
2326,../Data\Words/downloaded_videos\YOUR DAD SHORT\YOUR DAD SHORT？.mp4,YOUR DAD SHORT
2327,"../Data\Words/downloaded_videos\YOUR DOG YOU FEED EVERY-DAY YOU\YOUR DOG, YOU FEED EVERY-DAY YOU？.mp4",YOUR DOG YOU FEED EVERY-DAY YOU
2328,"../Data\Words/downloaded_videos\YOUR DRYER G-A-S bodyshift ELECTRIC WHICH\YOUR DRYER, G-A-S, [bodyshift] ELECTRIC WHICH？.mp4",YOUR DRYER G-A-S bodyshift ELECTRIC WHICH
2329,"../Data\Words/downloaded_videos\YOUR EARS CAN MOVE-small_back_and_forth_movement YOU\YOUR EARS, CAN MOVE-[small_back_and_forth_movement] YOU？.mp4",YOUR EARS CAN MOVE-small_back_and_forth_movement YOU
